demand_node_index,truck_node_index,distance,scaled_demand
demand23,truck33,194.19436773906827,3
demand23,truck37,397.64201003320045,0
demand23,truck42,400.9207481863648,0
demand23,truck52,283.66299444026487,0
demand23,truck44,212.37334038727465,2
demand27,truck3,491.91142654531774,0
demand27,truck8,407.1701213612596,0
demand27,truck14,326.14039605066216,0
demand27,truck17,254.22728692637304,5
demand27,truck27,170.29982024714954,13
demand27,truck28,98.48469379681644,20
demand27,truck30,184.5725958756491,12
demand27,truck33,271.3912017650737,3
demand27,truck37,164.1707438003952,14
demand27,truck42,270.1754796104589,3
demand27,truck52,265.98691649326435,3
demand27,truck44,164.59584092622836,14
demand28,truck3,492.39759498840544,0
demand28,truck8,257.2723312314874,1
demand28,truck14,176.2426059208899,3
demand28,truck17,322.3306442322251,0
demand28,truck27,115.74967532049355,5
demand28,truck28,174.40825685189216,3
demand28,truck30,316.41121009073805,0
demand28,truck33,403.22981598016264,0
demand28,truck37,240.0943068554709,1
demand28,truck42,401.05677467406497,0
demand28,truck52,216.7301147463101,2
demand28,truck44,296.43445514131736,0
demand33,truck3,552.6839719777375,0
demand33,truck8,412.0276156336662,0
demand33,truck14,330.99789032306876,0
demand33,truck17,314.9998323587929,0
demand33,truck27,175.15731451955608,9
demand33,truck28,103.34218806922301,15
demand33,truck30,245.34514130806897,4
demand33,truck33,303.84593358677927,0
demand33,truck37,97.22118179026566,15
demand33,truck42,258.1836496088597,3
demand33,truck52,276.13775394537265,2
demand33,truck44,225.36838635864822,6
demand40,truck3,621.5256839541549,0
demand40,truck8,637.7811324553995,0
demand40,truck14,556.7514071448021,0
demand40,truck17,383.8415443352105,0
demand40,truck27,437.9997797255988,0
demand40,truck28,366.18465327526576,0
demand40,truck30,249.44834912078696,9
demand40,truck33,192.7916567394957,19
demand40,truck37,309.4894376919648,0
demand40,truck42,153.1297999205774,26
demand40,truck52,395.6011739021018,0
demand40,truck44,294.21009833506577,1
demand41,truck3,663.3079370885999,0
demand41,truck8,503.1157499150164,0
demand41,truck14,422.086024604419,0
demand41,truck17,425.62379746965536,0
demand41,truck27,285.78127963041845,2
demand41,truck28,213.96615318008543,15
demand41,truck30,345.40799885896166,0
demand41,truck33,358.4675111310576,0
demand41,truck37,153.30322218050392,26
demand41,truck42,154.082470762305,26
demand41,truck52,386.76171905623505,0
demand41,truck44,335.99235146951065,0
demand44,truck3,678.2019331820572,0
demand44,truck8,479.48785811658956,0
demand44,truck14,398.45813280599214,0
demand44,truck17,440.51779356311266,0
demand44,truck27,300.67527572387576,0
demand44,truck28,228.86014927354273,7
demand44,truck30,360.301994952419,0
demand44,truck33,373.361507224515,0
demand44,truck37,168.19721827396123,13
demand44,truck42,168.97646685576234,13
demand44,truck52,401.65571514969236,0
demand44,truck44,350.88634756296796,0
demand46,truck3,603.2023756362878,0
demand46,truck8,368.0771118793698,0
demand46,truck14,287.04738656877237,1
demand46,truck17,399.3187551895796,0
demand46,truck27,192.7377862778481,8
demand46,truck28,251.39636780924673,4
demand46,truck30,383.7237977222788,0
demand46,truck33,398.20770604883677,0
demand46,truck37,191.58295425232313,8
demand46,truck42,281.3699731884994,1
demand46,truck52,293.71822570366464,0
demand46,truck44,373.42256609867195,0
demand49,truck3,565.294832697829,0
demand49,truck8,581.4795723892985,0
demand49,truck14,500.44984707870105,0
demand49,truck17,327.6106930788844,0
demand49,truck27,344.60927127518835,0
demand49,truck28,272.7941448248553,4
demand49,truck30,247.09710415054306,8
demand49,truck33,261.581012477101,6
demand49,truck37,212.1312138252738,13
demand49,truck42,112.69742560002288,28
demand49,truck52,339.37032264577573,0
demand49,truck44,237.97924707873975,9
demand52,truck3,244.41957060867995,8
demand52,truck8,102.79508153308551,30
demand52,truck14,175.6802401758857,19
demand52,truck17,245.68497379369876,8
demand52,truck27,344.82976783583587,0
demand52,truck28,403.4883493672345,0
demand52,truck30,381.6779629291533,0
demand52,truck33,489.2200803221127,0
demand52,truck37,469.1743993708132,0
demand52,truck42,524.2066962100995,0
demand52,truck52,228.90345630868657,11
demand52,truck44,334.81665478112035,0
demand53,truck3,201.92821564731264,22
demand53,truck8,158.75519570938536,32
demand53,truck14,231.64035435218554,15
demand53,truck17,259.3825105342657,9
demand53,truck27,358.8165216523241,0
demand53,truck28,417.47510318372275,0
demand53,truck30,395.3754996697202,0
demand53,truck33,471.545955128193,0
demand53,truck37,483.16115318730147,0
demand53,truck42,537.9042329506664,0
demand53,truck52,242.60099304925347,13
demand53,truck44,348.5141915216873,0
