demand_node_index,truck_node_index,distance,scaled_demand
demand28,truck8,257.2723312314874,7
demand28,truck12,352.94203399633216,0
demand28,truck15,252.39649288569262,8
demand28,truck16,303.4432020573736,0
demand28,truck28,174.40825685189216,22
demand28,truck34,339.445621918723,0
demand28,truck35,294.06490228640246,1
demand28,truck36,316.191650637214,0
demand28,truck41,323.17666478430357,0
demand28,truck42,401.05677467406497,0
demand28,truck43,426.6447295545823,0
demand28,truck45,452.73706950312527,0
demand28,truck53,190.0308563904217,19
demand28,truck47,283.5106757322875,3
demand33,truck6,479.7212243287195,0
demand33,truck8,412.0276156336662,0
demand33,truck12,478.47156393595293,0
demand33,truck15,364.60224561298446,0
demand33,truck16,330.90737424391335,0
demand33,truck28,103.34218806922301,5
demand33,truck34,240.06173952533962,1
demand33,truck35,194.6810198930191,3
demand33,truck36,173.31852557200872,3
demand33,truck41,180.30353971909832,3
demand33,truck42,258.1836496088597,1
demand33,truck43,283.771604489377,0
demand33,truck45,353.3531871097419,0
demand33,truck53,302.23660911771356,0
demand33,truck47,212.4446069496184,2
demand34,truck6,573.7050872451418,0
demand34,truck8,506.0114785500885,0
demand34,truck12,466.1653299873711,0
demand34,truck15,352.2960116644026,0
demand34,truck16,267.97943231501995,5
demand34,truck28,234.41499936995487,10
demand34,truck34,68.37840948059437,30
demand34,truck35,113.07963417695751,28
demand34,truck36,136.16370167925194,25
demand34,truck41,300.28760217953004,0
demand34,truck42,221.02882571610292,12
demand34,truck43,246.61678059662023,8
demand34,truck45,171.41394618195372,19
demand34,truck53,289.9303751691317,2
demand34,truck47,149.516665020725,23
demand37,truck6,688.8639917953758,0
demand37,truck8,621.1703831003224,0
demand37,truck12,581.39494334738,0
demand37,truck15,467.5256250244116,0
demand37,truck16,383.20904567502896,0
demand37,truck28,312.4849555358793,0
demand37,truck34,233.89751088258947,17
demand37,truck35,192.1069094943649,27
demand37,truck36,170.74441517335453,32
demand37,truck41,174.72116322833756,31
demand37,truck42,95.4623867649104,50
demand37,truck43,121.05034164542775,45
demand37,truck45,120.57649586344071,45
demand37,truck53,405.1599885291407,0
demand37,truck47,264.74627838073394,9
demand40,truck6,705.4747411504529,0
demand40,truck8,637.7811324553995,0
demand40,truck12,597.934983892682,0
demand40,truck15,484.0656655697136,0
demand40,truck16,399.7490862203309,0
demand40,truck28,366.18465327526576,0
demand40,truck34,200.1480633859053,10
demand40,truck35,244.84928808226843,6
demand40,truck36,228.41182832902152,7
demand40,truck41,232.38857638400452,7
demand40,truck42,153.1297999205774,15
demand40,truck43,123.0247937487199,18
demand40,truck45,86.82704836675653,20
demand40,truck53,421.7000290744427,0
demand40,truck47,281.2863189260359,2
demand47,truck6,651.5582716982667,0
demand47,truck8,583.8646630032133,0
demand47,truck12,544.018514440496,0
demand47,truck15,430.1491961175275,0
demand47,truck16,345.8326167681448,0
demand47,truck28,312.2681838230797,0
demand47,truck34,146.2315939337192,12
demand47,truck35,190.93281863008238,8
demand47,truck36,214.0168861323768,6
demand47,truck41,303.2917888451066,0
demand47,truck42,224.0330123816795,6
demand47,truck43,249.6209672621968,4
demand47,truck45,114.95783907718605,14
demand47,truck53,367.7835596222566,0
demand47,truck47,227.36984947384985,5
